36,CpLiPOuBAQ,7.12,15:20:05
37,olZXpadsrVcUb,7.10,21:23:45
38,ulCVwzvlshOECYIIKjGvgrE,7.15,22:45:54
39,BepGHfaMNioWcGLO,7.06,15:54:32
40,jvmvxBaYuacqNGsVJdrGABrXeEC,6.81,12:14:02
41,RFHANShHSEVPQufJuRJ,7.02,00:58:56
42,QbLqDnwPxRCLiDZGdrNsHvrBeI,7.01,23:17:49
43,htYQVKHSUpfqiFdGlNRnOaOWzwg,7.15,07:14:05
44,clzTVOCsRzhNEGOhVEQZx,7.00,06:55:50
45,hAIpeRglBQxMzCThDFlBqgS,7.02,19:47:31
46,TfCqLugnVAIHiAJxqq,7.02,00:25:27
47,enBLqurJGgQJcLCQJGsIVBIrZkJT,7.03,16:40:10
48,VtTkPskNFSIJkbZ,6.81,21:59:11
49,tMfLZuZuaLmfXKahr,7.04,10:26:12
50,RtRLWoOmLQLRbVkfOY,6.79,17:56:08
51,lebqOLFKwrpBpZW,6.80,22:16:06
52,IAPcyPKZytyUvJMGRLIcsHK,6.81,03:30:01
53,WotfihRVRCdnylcGECKKe,7.02,07:55:57
54,NKJVnfutvQFQwYANvxxQdorr,6.79,18:25:26
55,cEPmSCyZXsJZhyhBoqQAONcH,7.11,16:19:41
56,qsCmiANztqoWBAnnHllCttIr,7.13,13:30:14
57,SxUVtyDkqGwedVRpmmvYx,7.01,16:33:56
58,DjHNrKgwUTZisuCNAhIULIP,7.15,12:01:36
59,jTAwvtfgnHLoS,6.83,01:06:22
60,DntbUkDssYJiqFwbsNKLzz,7.01,10:14:47
61,DwyCarMYzfxicbEmpKyNCcLMSpRFj,7.08,18:28:10
62,WRnOFHbwkDoRv,7.15,15:35:13
63,fUwTXFggSNZEwR,6.80,03:49:35
64,lwqeUYNUhXoIB,7.08,10:00:49
65,oeGffkOYemWoDFMHsKtvIwudw,7.06,10:07:22
66,oLNMcqqgljaxjWljRG,7.11,17:12:01
67,pzESOgHlEKrTpqHIDPlC,6.83,06:49:31
68,TtBIRNjwXaHimqOHSCflVKLTgTvoiR,7.02,20:07:18
69,IAIEBhLFyKlvS,7.09,13:55:53
70,HhDBlUurbUhQjPSruXtXzwJMSmSvCNZ,7.09,01:27:45
71,pNcCCiOGxIisTxpqgf,7.09,01:54:09
72,ILFCvIrahKJybN,7.10,22:11:32
73,rQauurMqfxvkVUzfppnJcePCRtzB,6.81,21:45:37
74,mApXKpezzghbQHayBgDDUDONFcXj,7.05,21:04:53
75,TOJKsNlJvHMdknmZZOOglXm,7.11,23:32:37
76,IYRpdAqfxvkVoziAgGusiWWjMqikYl,7.13,22:29:42
77,hNFqcQZOqKRgUzcWTFvL,7.13,06:06:27
78,OsEUbgpsXJZ,6.79,09:34:12
79,fWJtDYQiQNZk,6.78,23:45:40
80,NHYTYYmJLMTwcbOVIOOCEJHiO,7.01,10:52:30
81,NOWYMaRwkFsfpm,7.08,22:09:02
82,hWABpVGlthekTEOHIRotwBjtIxVJNt,7.03,11:01:06
83,pcPHcrqtiSdvBpujMdMvtKEn,6.78,12:06:34
84,mulJUnmBOTtn,6.83,16:25:37
85,xYiWWOWvVceSlHUDCaeHZtyFJx,6.81,12:40:26
86,OHEMSvOvFwfUWlFJpKyp,7.02,23:42:55
87,rphmxTfvrZeZ,6.81,10:14:39
88,KXTGuiauYHpauDgLcWccHGwahT,6.79,16:38:09
89,vaOxiAnIEb,7.03,09:05:40
90,flVfITDIVscQBWKVdcZMqCDmfIui,7.10,06:11:09
91,JnJCoKAahJvl,7.12,00:57:41
92,ziKknKdHdgiRsCgFcALSCsUQ,6.83,11:30:30
93,GawaYcRjbSDgIAQJrsHRxCYOAI,7.02,06:49:45
94,KpYGIMdYmyEdmLQvj,6.83,19:14:19
95,pOZZBvIPxiVmkqFMtpBSbYfhmnvov,7.13,17:20:07
96,kTANeihRRAaEZvYkijMouHeFrZAW,7.15,11:37:44
97,qDIDozTjoRKJhljTrAbm,7.02,00:22:03
98,lSbLcSOwCuKTUezUKnc,7.08,09:04:18
99,tgyMjPYBKuqmSrapDCmMkF,7.02,23:28:45
100,EIJbQjZOZm,7.05,13:50:30
101,ifVjnbxnKLQSlByUhmWQWejzx,7.06,14:02:56
102,XINssPqSAgJYKJrnJxZShNIjslrxAR,6.81,05:07:53
103,KqFcKuGdxwcRWRXzFajamVFBHQBAF,6.80,14:19:23
104,YCGWYjRNnjaDZdcPsYuGWRuIpy,7.03,20:39:23
105,CpNRTOVdzSkVZAhJes,6.81,23:16:46
106,qOrbtoAxXWhsfAnkOnLKMsUeROKzPY,7.11,23:39:25
107,dShnimEzFKJOawHYqgnEwD,6.78,01:50:56
108,TKerBYlAwBtGejzZcsYvPRLOWgVlyv,7.11,01:41:24
109,WBIAeVdjNnCZKvXKHxueFHzrWRyEodJ,6.83,00:58:02
110,edqpAzZfOwxHhWmpZXvPdyzwO,7.12,05:20:12
111,mQfpUycgfB,7.00,06:24:34
112,JJWoPkFwkhn,7.11,07:44:28
113,IjsGXpSAflnOLwJmSyfgNK,7.08,23:36:23
114,fWuxDTbneoLBXFNO,7.13,00:19:04
115,GeoezyvUEolZC,7.12,04:40:10
116,rfZKIGcnlihNrpUcXyL,7.04,17:22:46
117,dzzTIaGoQJapJkuEhozI,7.11,23:32:10
118,bqMTarwpeuxrYOswQandZ,7.06,08:26:04
119,iPevFNOwRulIGoqxsLLQIirceud,7.14,07:06:21
120,qoqEJkcedQmpLzQ,7.05,03:04:14
121,hsYYYOpzTe,7.11,06:19:33
122,xnfleeOLQCRvldXXkcDC,7.10,23:42:42
123,ypGmEMTCjKlBvqkYSI,7.05,05:30:01
124,ZGDYqCTCPcyDSm,7.02,03:12:26
125,eOjGhKDoeSXfNXiZzxBUisZrvlnxbv,6.83,09:14:13
126,RFcWxJcjNZUmy,6.81,00:04:21
127,YpBVnELEtqlhJuctHiyZZXl,7.12,23:41:13
128,OjBcuiVTvBGBZgHtlePacftqdtKazLt,7.15,21:16:35
129,zSYnntciFErZHJlTghqBBoBPQtA,7.01,22:42:44
130,NrZBQQhkLObaunxBjHYiIgolDHB,7.14,22:53:26
131,WpXWpulZHzVngoRRnuIbKIjeKX,6.81,13:45:04
132,SIxSPijWBtMgkGFWqdMEqXvwwE,7.13,19:34:57
133,znNRcHeNlXokLiTkq,7.08,22:20:21
134,PhsBBDfEvuCTOGMuSxnki,6.79,18:27:27
135,LQugsmWkVUQcCfJCTLhLwA,7.03,10:54:17
136,wZQjdCHDlNJyTnD,7.09,15:12:57
137,ojTmuzOyRUBUDFIhTbQdszZUR,6.79,15:39:45
138,arBBFuVKFuwgqtVWzwfqhBIdaOBOwl,6.79,01:08:17
139,LTMBVbsNNLMO,7.15,15:28:02
140,dDFmfaAICKZTce,7.06,05:50:20
141,iNUaZhePiruGdOdIaTLmgehCLbshkeM,7.08,20:31:47
142,pWYaPVTibPRkekYUtZM,7.10,20:07:03
143,PgJBHOmZiDnhCLfeNotLeVZC,7.11,07:13:28
144,kwRzXDxdWoPxI,7.01,20:19:45
145,ISqdsLvwaaOnhTqymGURu,7.00,13:20:08
146,MynbLarjnpGTcjA,7.02,05:03:30
147,SkziigXmMSvdFiu,6.83,19:58:26
148,pItCvashHNVhkTu,7.04,03:20:51
149,KEJUoEoXxiieFGZMPZlz,6.79,20:51:45
150,SiNkYuMHEFda,7.08,07:04:12
151,RZJMsrvEfobglhhWhTnX,7.14,03:08:07
152,fEfjjipOyDRRlRQbCTQqj,7.05,05:00:35
153,aCuMIQMgIhiDtErUUXNvkwx,7.03,20:45:58
154,nciQuyNDadGddvXQRgxWXvGM,7.10,05:52:50
155,TqfPaEgBsBUjTYPtakumctCurs,7.05,13:59:10
156,dmDTrdtTFbSUekfgH,7.03,04:31:32
157,NobvGsAXpAsAfAllzqv,6.79,13:48:41
158,ZxPllRaPURvRYCbbdwYRCDyIUiYGASJ,6.79,08:08:21
159,jgUgKTJgYOMLaOfumJGiYujMHYhzMBz,7.03,11:01:58
160,LZLSQPSAVGVLjjwBRPNeREr,7.09,08:24:03
161,VFiEnSoevSrkBDpgujNX,7.04,01:32:55
162,FvwgSmgqDGqKMEgq,6.83,23:02:14
163,pkcSlEobNDhJGA,7.01,18:41:58
164,rHpQBQoNfWAOrpFk,7.11,08:13:15
165,mLfuizHwNWB,7.02,05:36:13
166,YipRVlVVfCcgfd,6.79,10:13:32
167,IHkdAGuxHNaADJWX,6.83,15:45:48
168,KaAbaLsXGeErE,6.79,02:47:44
169,BMBrEkVdHgGZBUWrsfQTdmKn,7.04,00:58:05
170,MrBERNXpTJZhzIbDTLsuOJmfhAFCw,7.09,00:54:42
171,CLErPUspMu,7.13,00:58:24
172,qJoBtZPjrvrPyISni,6.81,11:01:56
173,bFaHFDOOuHLwtzY,6.81,16:15:44
174,BMseJvxgdXu,7.13,10:25:03
175,CjfPsaAMlfLLVXhBXmCcL,7.12,04:09:54
176,sQNyrOfXGTmeYgBwDHkVJsbBml,7.10,04:10:07
177,iQvEXMuZhApkrGggChGnJgtVgCs,6.79,19:50:18
178,QUymwWNmspTuMziE,6.80,20:15:43
179,PSCkrZvMeLWny,7.04,06:38:42
180,olBfbdhOvgdNPvHujogJavLbvzPMw,7.09,11:56:40
181,PRuXBfKfCsgnLfhavgYmwKSVnfFqyT,7.13,13:06:20
182,UpIiCGFUziypSTbmtb,7.02,06:42:39
183,ibvjohjFNeDBoQfRQgIafsVp,7.04,13:17:11
184,vEqvpXrtnZPb,7.15,05:34:08
185,jiiUDechyuRljfKZA,6.78,01:22:11
186,tVJCidcKxCmKVEwwZEOHAkqFa,7.12,15:03:04
187,mEyJArLNnapPaFx,7.03,22:13:51
188,PYWuKhpZhPhbKFFsapAPAhqrUuGJv,7.15,09:17:36
189,CxYqVSJBnoPsqbcmRkiIOjnoIO,6.83,02:27:52
190,oMEBogwsEYhQ,7.09,09:52:22
191,IArALVCIggIbv,7.14,09:27:06
192,RSLzsVRxGHNTQJneZCxsL,6.83,10:46:47
193,njpcsAVCPfLaD,6.79,21:15:50
194,ybgjTznWFkXkR,7.00,08:39:27
195,xBCQGCeoUsR,7.10,23:10:34
196,hXLjNZOFXqNJeNn,7.09,09:39:10
197,lWqFxoeNCBkQBYaHCciqEOSGYo,6.81,11:09:11
198,iShggGoXgx,7.13,06:29:14
199,ErMYWqFSyjWUSCToAVGtKs,7.02,21:55:52
200,XiWkikAiZiKyyRRjoyRRTnvAALQxS,7.11,19:27:24
201,rWXuJDWgyNZXaASUUuO,7.09,14:14:43
202,wuiStRBtcc,6.81,07:10:05
203,MeezkYXMCwlPskCU,7.12,18:10:14
204,pQpPoDWoXJGTNHywXKBgCyR,6.79,02:59:33
205,xYtYiDZQlqkDqBEaldwdXGNk,7.15,08:05:05
206,PsVBiAizRywXZJoVp,6.78,13:19:44
207,DXoaAFyMLPGwEzdUCgDCSf,7.00,11:41:05
208,pkjtgBuQDEtZAoBoDDBRi,7.13,01:36:30
209,vSpWsiDkhVdlqRwcsaBn,7.00,18:02:36
210,MgHYuaMdFNSPjmaisFxJDYnIjypMHHe,7.01,08:43:41
211,UsptAfmrPC,7.14,15:30:53
212,AjKZMzKvnKmvAhn,7.11,07:38:31
213,xAWlyRTKce,7.06,21:41:55
214,TjsPDhDDMCYstDhxKTGWZ,7.08,13:53:08
215,AKzHhPvjeURUkZ,7.10,04:34:51
216,nThwfhYsPFzhjtMhEsq,7.01,23:07:21
217,mlQCVKMhElIimspUFANW,7.09,16:54:07
218,NobvGsAXpAsAfAllzqv,6.81,05:14:03
219,TBlaOpmrUGDNWmIdYmBhW,7.08,09:14:26
220,dgzqidOjSiG,7.02,17:00:59
221,tEcBrPIgxPQEasKLKL,6.78,08:41:06
222,rDbxgJxgDHOsPGtKHROAKLlIlfwwD,7.08,12:36:52
223,IpHNkVXcskQyPMrUPzjaYBLvA,7.02,16:57:09
224,SNdHFyvpIRjFKiMwLUG,7.14,09:15:14
225,oPuvtIAElXLzsqPWyyLWUHrqxv,7.06,16:50:10
226,RGWXcmhIMAGilDSRPHqU,7.15,10:11:41
227,pnuQdAjwbgqhurTBDfLWtZHwRO,7.11,12:44:03
228,ifqpmFMljZCXqTUqXMhLy,6.81,00:07:43
229,mDnqnNKmeOPTuVjprVdxuSNbXjNwbvI,7.00,03:49:18
230,JIEDrhxjSlYAqJjZmiHjDxDw,6.83,12:25:01
231,ijnFbWeLOhPwERmZIPKTSjW,7.02,04:49:34
232,lpPXGBrpfSdE,7.08,09:53:00
233,ghiWCJGbQwOmWvKdKBuMHOQRJZc,7.15,10:16:15
234,bGJQHlyMkuUiBkECeRCrayKy,7.05,22:28:53
235,PSRTfRrBgAwBruOEv,7.09,07:57:44
236,DYJYMMBSTpsM,7.04,00:04:39
237,WYsmulLYlZ,7.06,00:44:08
238,IPaHZoFOrsY,6.78,17:47:46
239,bEeKqgFNGhDNWmnHuArUvgohIqaiaa,6.79,12:23:22
240,wblwZFdgiqWnNbVhPmfNx,6.79,01:15:33
241,NcUgioPfDySBhhyFYUeiLWoZq,7.12,16:43:44
242,AXChMPPArtkSSRXjNXyIXABehZVne,6.81,19:38:19
243,caqWUmJZXZV,7.10,14:50:04
244,PbdsiMHBkCQ,7.15,02:31:03
245,bbolcZccvSPDyvMbGocKdyFUvrP,6.83,06:02:08
246,MVNeqVjEVhfqHTNMyhxN,7.10,08:21:24
247,ofoLkIprYjB,7.05,23:52:22
248,WUOxcGWWISFK,6.78,05:56:43
249,uYueFtyfULTGIfjMhrcRjzNeoxdakxr,7.04,15:49:12
250,tMfLZuZuaLmfXKahr,7.03,01:31:33
251,SnZhByktUnFYaWOoKVcFnhZZAo,7.13,06:52:19
252,SLiYxPDylpM,6.79,03:55:21
253,uhXsJEFVDgVwgBKKThzMygRDmAtrvOG,6.83,15:49:35
254,WZuIYXvWYgBVwoTZYCfxrcgUWXVZS,7.01,19:44:07
255,jtppKZUEbHcHFoHNphldpqV,7.13,01:00:58
256,ueegoCJWeNkAvLwhcQGYQLNbixa,7.11,23:11:32
257,cmDbjGHcSdOlGPhARtZjjCVOslIqqY,6.79,09:23:32
258,njpcsAVCPfLaD,6.78,20:51:31
259,yfhroHCbvdRXmuOog,7.11,08:14:56
260,ypDCahriGaJsTBmzADpnwtxdebOqp,7.08,04:10:42
261,qgxULMzbWTUzTbtqHaMHHwGuhnU,7.08,19:20:09
262,FvmXCDxlktfvmkEf,7.01,21:09:36
263,ZhmGqHbLPhKdUOdenjnXjZDXJNecW,7.09,14:27:29
264,dCJfYzdZRbOtvIvZ,7.13,16:06:14
265,UEOpMmkJdHmWeETkSzjEJJWZGM,7.10,10:43:11
266,KiovHFQBtnsoXLtxOkYyxfnYgFzG,7.04,12:50:54
267,PQERAxVVhklbwBkNsXCpUmwpBVqGH,7.09,22:22:11
268,AKmPtMBiAbH,7.08,17:10:38
269,iwmbvHkzuVIZlRCxoAWLAxggYpnZw,7.15,01:09:24
270,OSDrnDRubUJzvxNpErBButXcESzyk,6.81,09:09:15
271,PtDhuLVOtiuSafvLyPrdZs,7.15,06:36:38
272,dZCoOsdvifUUDZPrDTOwXbyrYLEgNg,6.83,09:31:41
273,SNdHFyvpIRjFKiMwLUG,7.03,06:25:14
274,oXmeTiQNuMTMVNUrBxrIaWo,7.05,05:20:29
275,kUDaXvsvcFKeEPH,7.05,09:33:11
276,mQVrCPxOOEKJmHx,6.83,17:44:11
277,cuHIsJXtOieBTwlDvubeLoSDWUzMJkq,7.15,04:16:48
278,WKXwuuUuDqmbbZWoedMnKg,7.13,12:28:56
279,qBvPyiFFEAwhEXqnSpXXrpheoY,7.08,20:55:50
280,xiChZCmtTyJ,7.06,21:09:37
281,JKFzMYeVFpreowrYXqQKGXJIsLxZTz,7.14,00:58:05
282,ZheOuHGUQGmBLDmGMJthZnXzEkpVx,7.09,06:39:23
283,AqJrfNdwgQlHupnszMl,6.79,19:22:05
284,SOhEhJBMrA,7.03,07:42:15
285,boFwmzFPyIaceYt,7.12,11:00:34
286,lnUTbRDCJtWKXevhKCxbeF,7.02,10:53:10
287,gprIxaxxiZRzlkjCAkZ,6.83,02:23:57
288,enwXJGtkMpw,7.04,19:18:44
289,srYgdxoFLlIQvxufRODgfnwdyQG,6.78,17:04:35
290,utSZEeSPSPPhxIoPnMJm,7.14,07:17:09
291,SagTkcINbfkPpwHnMvpX,7.06,15:31:26
292,fRkaTOrJEtluKiafaYggdOvzUESFun,7.01,14:45:49
293,sBLQSBpBaPUGfIveXH,7.11,06:27:42
294,hsxLiURGegAn,7.15,12:49:30
295,zKIoIxBvQdfpXxCytixfWLF,6.83,06:46:29
296,PmvjLARLkZE,7.11,19:20:35
297,uJGKellJiOPwpgjKhPVUexNLox,7.09,03:50:50
298,kyISLbFcKM,6.80,12:39:16
299,mjzIRYwrYfotFFWSroPh,7.03,01:57:16
300,kVfvcfFLPLNiTiSF,7.06,20:14:05
301,ESEJMqxmlY,7.15,02:45:07
302,cawEwVsMtPh,7.10,05:32:35
303,LAVAkSpJlOoHNFWpKfwhqUmCUnQOVH,6.79,20:56:17
304,McCfBGiuvUAeiHLAqBgB,7.05,15:14:36
305,fCKypbyNWXuZESLRJMptXJWFZf,6.83,01:24:02
306,KeSgcNtKCrrLjpLCUqslLR,7.01,15:07:27
307,IjrIXsawBQHZFXLd,7.08,22:56:44
308,WrzyLnuTVCm,6.78,11:23:54
309,nzZqEsbdkUYxOegluzlRHwGW,7.11,21:15:22
310,HWWnpFTZQQ,7.08,01:08:19
311,TEvtBQCVYeoWMuiooYKRndqUyIv,7.11,20:52:06
312,bmMeUOfpeIfCuA,7.11,14:03:36
313,PXLpSWsFYzSqnBRdxryrgF,6.79,17:02:54
314,wLfuIatzZQsq,7.01,00:13:33
315,WLrqtWqilqIuTcEyEzRCjh,7.08,12:29:31
316,HoZYcvTHOxkTMNJuEpeQWgwQLsZzis,6.79,15:09:48
317,dtJiYuigJbtYErA,7.01,13:36:25
318,EsZMJaanltkGYG,7.05,22:37:13
319,AEvnkgIcIMeVoNXw,7.13,20:09:42
320,EavKwuyfLtSZNrpFvaFTGakC,6.83,10:11:25
321,RrVoelLxCDonNZYKuZzRnXMS,7.03,22:03:22
322,cYrJmCNHEBoLlcClzTJGWCJnDv,6.78,11:25:08
323,FWuEgNucPYUNuQaUCP,7.01,16:14:08
324,qiiqwLcrZGtRbAYNQvwElxBpsIpiu,7.14,19:07:16
325,iuZNpBBFgKTbuL,6.78,02:49:41
326,wdmvjuWYVDNriydi,7.14,19:17:37
327,fCKypbyNWXuZESLRJMptXJWFZf,7.09,21:10:29
328,wTaxDdLNdgBzCueyZdlJSuWRo,7.11,02:00:21
329,MweDSRktIEwVa,7.04,16:48:38
330,yjeygnMHKzhynoTAzEV,7.06,05:13:57
331,oVpXFvdKITTRmLJDUIdjvOsqX,6.81,03:25:10
332,kINEkFuipcgVIjzsWDoS,7.15,17:04:39
333,BODqDXjlwtpsjYmVdwNInD,7.11,02:16:09
334,nOruIhVVVABQbjpZ,7.13,15:41:04
335,oSWQvTGNSMcldXnbT,7.04,17:12:52
336,mlfFMyBrTnCFDPiq,7.15,03:02:04
337,tagTjJIbwnHBAUOMRkWWzWs,6.78,04:10:14
338,SyvlIvzSaWqKBXWiquBwqNXIkyppCT,7.04,08:32:57
339,HbevKqIPbAUtIiCpQNLIDHUROUHpb,6.83,21:09:42
340,CRRpDUOuxCOVbRsMTcB,7.06,16:02:14
341,qfJHZCWLEinCNgdPFooGAtdAynK,6.83,16:51:58
342,nnJMVasHQxuR,7.04,09:32:10
343,bGJQHlyMkuUiBkECeRCrayKy,7.02,13:13:45
344,rmNCBTdIXyzklOTIfrfHoLGz,6.81,21:37:44
345,flXYgHpHDqjIrhcMyBMHzRiyvdRw,7.10,01:10:02
346,OSwnjEqCAljcgZegbWsRtWQDiEQLFnS,7.09,08:09:15
347,qzWujAceIBdqiMLmatS,6.81,20:47:16
348,wuBVdwkouTyTvkqhDJewGQbzWUiyB,6.83,13:49:32
349,BUywWPrfWcmAVGJcHqXIFEjiDo,7.06,20:16:52
350,QdBpHxNoxo,7.12,21:39:54
351,qzYlFsShNXSCYQcxMWXKbB,7.10,16:08:12
352,yieqRxBynr,7.09,11:50:13
353,RWgWGTmxXo,7.04,00:35:14
354,MlpIrXTKQDFrVdwOWkrJKtSjUXZl,7.09,15:08:12
355,dwzjkaJxYnRW,7.01,22:42:17
356,WBIAeVdjNnCZKvXKHxueFHzrWRyEodJ,7.13,19:10:57
357,vLJoryvJvicUYHjVKAPkNbX,7.06,18:38:23
358,pnChyBvcNI,7.05,07:51:52
359,QPcQXqEPdnNZCQdFmlJ,7.15,13:01:46
360,mlOpwsikqiAsaU,7.10,04:05:05
361,fOYLMausjENIqUNSsflzjqoda,6.80,22:16:46
362,wXhdbaYmfkKsyRMi,7.15,17:40:20
363,mhwnwIqjUiOTpGg,7.12,19:51:57
364,SoRPjNOBUUNRdDMvkrnjIHKOb,6.81,08:05:23
365,vfNkJEnQBOzoznihFbYIOm,7.08,05:04:38
366,XHUBAutfBE,7.04,06:52:55
367,gAOoKNnrFKGFMLxkuZ,6.79,08:30:07
368,NpUwAsDGDFmrryykoa,7.14,09:06:46
369,DeMqVCtOVJCZRUELqVLkstxu,6.79,02:18:05
370,GJNFvGsuyauFNLCpcqzQJLbfgVXlX,7.08,21:50:59
371,EjVKWQzvKYgQFbaXwZRfYtwzuVTQexY,7.08,19:47:42
372,RAJJzYrQTneauxFBSlvUpe,7.15,05:05:11
373,RkOUSTwIVgeuhdpPvlv,7.14,04:34:23
374,MyjXqUlGpCfwFSHiAvwbIiPAYKkmlD,7.12,07:58:37
375,VHiRQAvpqYwBCPTygYCTw,7.14,21:20:45
376,HrWvBUFsKbGlcuJipBQcemgLdm,7.14,03:20:21
377,jXJQbQTGwoDy,6.80,08:29:11
378,PtCTHLXIrkRmAHqVUygWkUUA,6.78,10:50:10
379,bRMYGaxDJYutaqRXeKHEeeSx,7.11,02:02:06
380,ZYldKEqKJey,7.10,18:42:50
381,wVZbWniTmXUUlCCDZdsswM,7.13,14:16:17
382,OpeDVUyBUVhNFyNvYnKTWKsF,7.04,22:30:59
383,OudRGZqYqSYsevAscJwzngYFTvP,7.06,02:39:47
384,XPmcVKvzwRnLAukfsyP,7.02,12:58:49
385,DFkFJnoLInGKLMdqPAUBRAkMsIoaHf,6.81,08:53:03
386,mGvKPuvYSGBRGzqmm,7.00,00:56:21
387,oTvrgyTzdgomnFJdRnCixx,6.83,12:25:33
388,kQNSuLOdYPJJfZIZ,7.00,05:14:55
389,AZKskruPxXpuKMNUkpue,7.15,01:06:17
390,PhGZprhykbaBHfXQLjKBNewRXpbq,6.81,23:29:03
391,CUMVZQwdOcCZEreiMNHImgBZSRb,6.83,11:12:25
392,bzADZMArKeiNU,7.15,15:58:19
393,ytUPAbDsPCrRoBXnkPzAE,6.81,09:36:18
394,JNOKxKRJceyDzCgCEUluMSjuG,7.12,20:50:16
395,CLErPUspMu,6.78,22:46:04
396,OGqxaubEGc,7.12,23:32:08
397,cSuFDCHcbwEtnZYOgLLFbiI,7.00,13:02:12
398,dJCTHBmUhWxlPJrPbcGDgLhfkbw,7.15,18:58:46
399,JXIuueWLcTwmtcIAzygD,6.79,15:01:44
400,fEhVtYLbqDngTXcziWQtqXFAFWN,6.80,19:30:31
401,RhDShvqavpswHdzYOuUoK,7.05,01:45:33
402,ywwtUWEbunoNQAZNEdFGVCh,7.08,01:07:56
403,wMNCVaOgendPvHDuSSYC,7.12,04:51:49
404,ZlniqgEVcIlDCNjzpChSkINYLHTmywV,7.02,06:09:39
405,xRffqmiVSZYRCVZZtPtmwLlHNiSEOt,6.79,11:56:53
406,qhCYZCizvRPjiZZXSdXL,7.11,11:10:10
407,hXpJMQiMUKkvuCLLorz,7.04,16:13:07
408,jBdZaawebrrXjruWjHTppIVjroqmyTr,7.01,02:25:57
409,jBRLeNwTFWbjuPVENtawFrrMpUc,6.78,11:41:01
410,cUPhFgOPhSX,6.80,08:49:55
411,UGQmmojQreDjMKKjKGidSqEY,7.13,14:40:30
412,aDftHULgxnfdOV,7.11,06:15:37
413,tfMzEQckwR,6.78,09:38:12
414,sCOxgnXTVMCyGtiLsW,7.12,04:26:51
415,qvzySfIJuZSCorzuR,7.09,05:20:32
416,vptStBaVKlYIXtOZFrAlgVIYzDQSDo,7.04,04:38:29
417,DAaiKqZjlZXK,7.10,15:45:19
418,NHfkHtqMKbPlTHkzHrfQfEtsDHVij,7.02,12:43:51
419,DIRdbTUZgiMyXCcFO,7.04,14:10:38
420,gZtwuJUrJRjeDWmnDGOqZCB,7.04,14:25:41
421,HUgmigJoIR,7.00,07:10:25
422,noXxrLdVEhtxmKhEgp,7.02,22:32:59
423,vUtiFAUrYmXtLzGooNfSCywY,7.01,08:32:40
424,SHNSKdgluLPJuTaAFLy,7.13,04:04:19
425,PcIpppJbONojNcHBHHIWMqhHHFzoHo,7.13,08:38:06
426,URfHUgYkKPrahBUG,7.08,08:53:26
427,MbakWkMaswqhFnwYEjL,7.12,10:06:39
428,hpAFllbKToPuvgJf,7.03,21:03:30
429,gCdntJyFOL,7.08,18:03:57
430,ydaIvCwDalkdmSWzGxwFQL,7.14,09:56:58
431,raYfGquhZR,6.78,11:52:42
432,PsCsjaKmgiFMpIIwoLHjHLeQiK,6.79,04:34:54
433,eGuRafNdxzOylp,7.05,15:46:19
434,ZuwcqBunTMF,6.83,18:13:59
435,ElSHBGAOxzSjQOg,6.83,12:18:22
