71,FjvOPWRMBSLPkxXgusLTLHGKiVjxjdv,beXMGHntDJVUDWK,21,1
72,XwlAWDJzLyMdjsssxgJNKquzg,AgQqujGh,9,5
73,XstLwQrgsDBwZjbNcfvivpDPqrhVFtBba,wzrRBS,1,11
74,RuCkQuyfNPXrHeiJldnvIijdMB,CQVXxyM,4,1
75,xuTHODUYyJi,mpKUqcZggpti,25,25
76,UtCPxSNfRpbLUNcJQxFMONbuFTsbjubXGBT,oGpuqOiEi,9,0
77,UDbVqhpIKrz,xPIbkNfgsGp,30,16
78,HwYMDDmzNROwlVHaO,CBlbaqr,24,30
79,TELkByGlFnsMgKTfgdIwyKZgezaD,ZnhxZKGwTEr,22,25
80,YWCqwJZIUEWistXOFqPsDailvXnDQVP,wxZTcZiIOlgg,17,13
81,bPwYqMOEKykiijSaISfN,JCzNcPmRZmulaUuB,5,7
82,PtqqnioIlGOs,IOCKubeE,24,23
83,wsfjCcnJxulfksbA,xMPkAHQOkLXoMGyHNH,13,20
84,eNItkFU,JCzNcPmRZmulaUuB,19,10
85,jgCjuCnebJ,AfwVtslt,3,16
86,MHKbOTL,rVZtKUStEZVGDCjr,0,22
87,QHmKrOEEgdrTPoqgpEBcCGAZsCTcMPCDzfNV,aBOLvuOChWC,15,2
88,PyIJHaZymvtkSpoOYNTPpSmnjlOCfGeM,qCjrxlpB,19,25
89,SsSdeUSGAIQJKhJLJcgqaTJBev,KloNjK,0,0
90,VlbirirlTUJWvqjjUPldRlEv,BjSjFQNS,18,19
91,RLtZOZDhwedUNpMIqtOWDpQlWTeqxicycAWAdRl,CQVXxyM,24,15
92,QZuTDCzkQltGhWjnHVRzBpnVGqZYbJaKp,VynqspDadNrElNx,27,14
93,gKTXcyILIRNgnKjOruUK,CzmsdBCrXHV,0,29
94,upGvOhkdUFTpbpXudQIKUKqutjmQNDgEjlsFn,GjagSCMOEAYTZCacTG,8,16
95,DgnXspbueiFabYewGbhKTUUcmloo,CDiKmfruVaIqVTiQw,28,23
96,GXvNntVhTuuDNpXYBqQPPaxphNONwTfwL,AgQqujGh,17,12
97,NbPjTgb,BPiMzvghtsANwqtNy,29,11
98,RKCTilheYIqipFPRZHyhNxDAStelYaWH,uxLOBHzhfUBI,6,1
99,rYifKAXrqzIBF,rBabqbiPioXUYgNcR,0,26
100,ZzHmeKzcYORzehskyfwvHCvcQFyFhhDunkB,sBEBjgaIzyvY,11,12
101,GAtIeiPrhATYSHFJurJaYnfX,eHtawdeMaJyGbLVi,4,25
102,CuHMyCw,qKvNCZhYBYmlwBga,26,30
103,xUvXVLHcmwWaHefvxOQwnxMj,BTTOBpR,8,23
104,IkmlDMnkyvDfmEIDPRMBwTBGsEhUnWSUf,wxZTcZiIOlgg,8,3
105,uDagYlQvHeQIyLT,CQVXxyM,3,22
106,ZtZQdlzgwmEW,GWookRX,1,2
107,steMqNUnGOjNvjHriSzmTAshRz,EKSNCSJJVNMNuTcvZpsC,14,30
108,jlOgIEXaOHpEqIErRRiBPCVPKci,qMRxYLEIXttPf,30,18
109,LARYPCqWaSeWbLg,EKSNCSJJVNMNuTcvZpsC,11,21
110,ABBoKNvMqWgPvXHdETBYDmZvllcUNgejQfQMi,HNxWXSjjSUvYeEf,16,25
111,cGhoNZcVvh,VsKMgKVhIoNTmIjMz,26,15
112,SpxgdREAFEDZmqQvhjP,fzrSLmMI,16,8
113,tXrYZXzwQOTKeqBge,qMRxYLEIXttPf,15,28
114,ZXVXtxgAtNi,QqSHkeSImAMFSKV,24,4
115,vCllEOtPEXAgkAZsGtgmWTaSosnCC,JBdSpkesCFtoQsnpsA,20,10
116,XKVUkwoqOQggvvoHHyaZaHWTQeIdwnQyZqsmIy,JuaeogfXhB,29,5
117,FmTcxZoPCiuSXJvwgRqIELp,CQVXxyM,16,10
118,NJEKFdspfTllpyb,VJYWZGldtQrnXPOnVfOQ,28,2
119,uLHmTXEkkrBJdMdvQWjUfQCDDhMZIeOvgnERwN,OfiDOLgTNEMAKmhJ,15,10
120,EJhKemRRCNWmSrRazy,UfHgqjQHQfIAskfIH,22,15
121,MDsDdlhwN,qRLBF,1,19
122,IEAevVfQdrbPznJTSbVPZsvhjBEDQTriG,UfHgqjQHQfIAskfIH,30,2
123,qnwTdVMTGFqbkraNtyav,vjbeqpOwvN,23,8
124,luFkTMQJCsPWdSPxmsapmYpC,IfdesnBXYhiwrjClnA,19,15
125,ACrECohYWDMdpmYStBVKqZf,fzrSLmMI,5,15
126,oNRfnJleVfAYAHPqEWwoRbxQumUb,yHDadvIMTqhZrn,2,0
127,oSlNEFKmeinHtOgzOEWAUmAMlPTGpuVgRZC,qKvNCZhYBYmlwBga,7,1
128,OvQClpavJNeJxtGUqCGSIpc,ECzLpws,23,10
129,pWlMNEflcjfOeGVNTwgba,OsMhWBUwRkIxk,10,13
130,vbvDqRGuiCwsst,GjagSCMOEAYTZCacTG,11,0
131,gLHuHTAwjeYCLrCU,SDFonnaCFRvdYdOsJUDr,9,22
132,JGPxuTEWnozhSJshHFgQjHiDqwpIly,VJYWZGldtQrnXPOnVfOQ,30,28
133,OXfyeBddXOyhQdcEY,wzrRBS,24,23
134,thHrsnTSRxWpYrpmpfwWxR,oJodHzSIFljCckCrPz,22,5
135,GIzUtgXATdZwWZdwihdkWMyViV,GjagSCMOEAYTZCacTG,8,13
136,yUuAehKLVAswtqiP,BPiMzvghtsANwqtNy,23,13
137,nTAnWySjWaSsEqajZYDUMIORdixGPAOPRA,AfwVtslt,8,29
138,YHJOBtfmYgJDmvCgjAhtn,ZnhxZKGwTEr,8,14
139,cwKsQyOgiGz,SODUBKLdfqfFEqPrB,6,6
140,pOwQBsIppsBAoufssFAlIbNqdl,AGXHchErmZID,21,25
141,SmKbNKCgFOTGssdIdedKFflkFsdvebfK,qnoVCfF,6,20
142,aueokkSP,rQIBCRMoAKcQunAyQ,28,24
143,QfYMDrxajPVTJuEBtEpFiNAEVoUkCO,qCjrxlpB,3,5
144,dNeQpCPhujqQjJdUZKuaTS,bNFatjQ,6,19
145,PomtgAERFJGUddGbnWkhPCQYBE,qMRxYLEIXttPf,10,4
146,ddeWILdqWhJcIRTLwhgaVBdaOyFtyzeoZ,IfdesnBXYhiwrjClnA,10,28
147,hCsvTgBKOuvzCCyDUzboUew,JuaeogfXhB,28,14
148,wWxewnxqFALQmGybDqvQQOtwJvthse,LxrSzseCPpvT,8,22
149,JFSGsIxECkXpYRlncswYucjV,AGXHchErmZID,4,5
150,HdGWydRRQkTqjWVLBjmaNLrVWvBlapjO,NzDubfzIDm,21,17
151,yoVBwEWlFqZaTukRFbXXqIGGkNzrdoFhN,qKvNCZhYBYmlwBga,11,26
152,NXcvYqQE,GWookRX,14,7
153,rYifKAXrqzIBF,EKSNCSJJVNMNuTcvZpsC,12,9
154,kmHJIyHt,VQNRQCKPPbKefaQiO,8,24
155,uTkDSamOEMxOopMxUYUHHNNPwPJLmvvt,NzDubfzIDm,13,17
156,chIWRXqNiDXMSMrdzFxMnUom,CDiKmfruVaIqVTiQw,17,1
157,dDSqRNQRSuebntTRoVB,OCFqXZVstyP,12,16
158,KqKvRgtYQWxmDmTiXDvZ,ummRQD,12,14
159,AnMxmLySHGXMDWmxdBkMTIqaPsjdDeM,GjagSCMOEAYTZCacTG,8,23
160,vFzOwFrHoePUImgrcf,qSfRwKhyCAwMwbjl,30,7
161,yzbgIruyBWpCNQjTApmRckRKOZtrGEjgMmzt,SODUBKLdfqfFEqPrB,28,27
162,kJJXCWsGNWFzfOEeRpslOPFLvFwbJ,VBQqWOkfVxWSME,30,19
163,LIUQubztmBqfGelvvf,RIIGDXSVU,22,23
164,lkccMBgNHBTTRs,UfHgqjQHQfIAskfIH,16,29
165,xteAVJQUHjO,BTTOBpR,0,18
166,IZcxcnBxgqgWSvkRCJrieFJRM,cdPgxXytDvwcyBEBgOC,1,20
167,MRmpRmwhShkMWuRaXmPtPcgIzuse,RIIGDXSVU,27,3
168,DnamXfLMlUEHjWsnRwBnhXWjYSLnzFDUfCeT,vjbeqpOwvN,10,2
169,oCnhflHlfKsZcUNCHaA,qCjrxlpB,30,27
170,bHKudmSRWSJEHwlZTQkkuCu,AfwVtslt,5,7
171,scbbLYsPcLgXsZKEKZdQTsLauzjVGCroJsMG,fzrSLmMI,6,10
172,KfXVvICaUkMzPIoErotQJDYkBvmWgCZEfGz,ECzLpws,27,25
173,QuFHrhfzRJrzTFju,wlaClloLqbuKpnx,29,2
174,mPpFIeIoORwwyrtvfIEzLdPiUt,wTnMCgq,11,14
175,HzyAqIGJePfEQPMdFyfJZJzPNfYxJsmLSIoNCO,oGpuqOiEi,12,4
176,ZgCLGYXoJVuxMGNyXWvTLoQivbdVdEoCwbI,GoEGgQhanXxiDtc,23,26
177,eicabiXcDDJiLSpYFc,JQfThHCZbC,27,9
178,JqIyLwgKBekAVDDJbZzRvfTwnHnGYmmwN,rQIBCRMoAKcQunAyQ,29,4
179,CKOEtJZsqetEDapPpIw,wTnMCgq,15,23
180,vwkKNXjlhSQNpOYH,CBlbaqr,20,27
181,oRNNvQMppecmEJwMtfLkdWligNNBMSxZqoPTwEG,ugIcbZMnyZGgciVGZFk,0,27
182,OQPaEfAAOTyv,mpKUqcZggpti,23,16
183,cjTzrUsVYRUclNkdQbSTPPsuOpQEDXAkmKajMo,cdPgxXytDvwcyBEBgOC,15,5
184,JWvILccwJpMUVoYmtjlvUzfpsGciawcgWcxeAT,qCjrxlpB,28,1
185,FfGkEQcdRirv,PSxpDboHkNVlpJ,26,8
186,YIZXNdnJKqHnrROaWFORFKGHSCzXuYgXK,JBdSpkesCFtoQsnpsA,8,17
187,eJhKyWCugXgWKXMPOlocl,BTTOBpR,23,6
188,RUvOIvxSUygg,vKfSuiMy,25,27
189,AXhUTTlTdbMsrvPRGt,CQVXxyM,25,13
190,boHVlsNkhKuVhvUYprJnDNyTeNVgHGYVNQAU,UfHgqjQHQfIAskfIH,27,8
191,AhDPhiIU,xMPkAHQOkLXoMGyHNH,10,2
192,GQHhPDKMOogVYJCPJw,uxLOBHzhfUBI,8,2
193,jtPHinuRJICmKvkqBnnTEUlVuVKrKr,SsyCsbtmPjqYevUmQ,4,8
194,znWsTcUClkwGnCAevwLHxDFww,fzrSLmMI,29,13
195,LQmgZQNw,xPIbkNfgsGp,18,17
196,xlTyGWQwagra,mpKUqcZggpti,4,9
197,mWodhBCayIuHPsrwS,IDOXpvVARye,14,13
198,OYyomxGQSnUoGSZhrQeYBONQtPYAPsVvAQIOllD,qSfRwKhyCAwMwbjl,9,25
199,MqHWuqYgCgXqXVHUjVZYeUgl,SKkMtFVApdaixcr,7,19
200,ogRVhCJYUtNhsRdDzKCwYpepMwgimaLLUP,KloNjK,24,10
201,csyZclx,OfiDOLgTNEMAKmhJ,28,1
202,oxjrRBxhiABA,aIYMrkGEODc,7,10
203,fJTRneeMN,IOCKubeE,20,10
204,mbwkXDRKapfrNNtOFXBylGo,mDGBApfMufv,2,17
205,HwHUtsg,JBdSpkesCFtoQsnpsA,3,14
206,uKUiRFKIIhgxEqbHKrmODOiYrRsUQhQ,iGarscDUkofta,6,5
207,obifByvaxdbO,CzmsdBCrXHV,2,2
208,LRmxyypx,qnoVCfF,25,23
209,LYYeFPU,wzrRBS,22,26
210,SebUFjGotkohBPfjVQ,GoEGgQhanXxiDtc,19,23
211,FcbdweNGeuHqpbXerhIQYIp,HNxWXSjjSUvYeEf,17,25
212,KEOxyjcSJHZtyELkF,fzrSLmMI,20,30
213,nqXEdvjtUBKtVDTnbNLugMFxhwuIU,clmbuDtST,16,9
214,YLrcnHqwDmHQvFCZAAIBzgRhQyRFk,kQgZbAeWeUpeGTzCbNR,6,1
215,qgIFPEEykLCmXyLQfzsowAILVd,OfiDOLgTNEMAKmhJ,20,22
216,hZmHzvPMLnYmcqYdAkMeAim,ZesDVHFxSMwGotMYMErM,13,29
217,CnnRkhQcyxjtClrkWKqWwvvVKPTEBZQgFQ,fzrSLmMI,13,5
218,iaBpAGUkxSGWja,fXAOQruY,8,2
219,ObzvKgEweD,AgQqujGh,22,26
220,ctCaMUhkLdwqUKq,RaSaTpsAwCSor,5,21
221,zfOPyFZFAXHgeA,TvpOTATi,6,23
222,IAgDlkWrMUeqkDxKixRLyt,qSfRwKhyCAwMwbjl,25,26
223,PGMRwVJbmajqAfalTPnePVWzDRfDrzTdlE,PSxpDboHkNVlpJ,23,23
224,neuUTdsMMmLLEoLfTlHgHRiITOpFru,SsyCsbtmPjqYevUmQ,16,29
225,dTpjDdMwAIxkpuuSpNihiemZouvpSGkI,xMPkAHQOkLXoMGyHNH,7,27
226,dtzXTnBlSFsivLFLYiBCwaEWIOiUrgxHtqIhzFl,oGpuqOiEi,5,18
227,qJLtpcmJlrhXpJUVuIZSBylKZS,mDGBApfMufv,3,14
228,FYvhLRm,qMRxYLEIXttPf,4,1
229,HsAsyEElzMcebexDalSxZDfEPNfpSMGsgIKmcIm,AgQqujGh,23,12
230,kMOTAZWQMzhkTq,YkEwQSJSsTPfKy,3,10
231,rTYBJiJdgGyRFK,rBabqbiPioXUYgNcR,5,6
232,gFXQMMFWqQDKsOmESoKl,qSfRwKhyCAwMwbjl,20,27
233,ZzqJxVFXQnvtf,OfiDOLgTNEMAKmhJ,14,16
234,mcLZvUXnqQeqLEvY,JBdSpkesCFtoQsnpsA,22,20
235,kbabonAAdlfJyJcR,qMRxYLEIXttPf,18,15
236,nugNxtcetSuKvErefwaRHjAeysPdDtdolOL,RIIGDXSVU,27,19
237,RWbRXPBqZAVWtnpJsrxWoJRKxoomwOhwDRbSKI,Audar,17,11
238,RKbKSXtONAUyGlDmWDdWIvNz,ECzLpws,6,8
239,SZVmRcHYMxlbyTFvyTEJHsaFDduW,CzmsdBCrXHV,0,24
240,eSwhspfZPhTaSsrw,OfiDOLgTNEMAKmhJ,20,6
241,PAoRFNed,VBQqWOkfVxWSME,16,9
242,NqmXXfgWKaioMUpQXgHuSxUwiZciLesbF,JBdSpkesCFtoQsnpsA,6,20
243,qTBNSenOdMWCVygOvLiHgiZrIWSKsqPo,BTTOBpR,18,1
244,YwfuVIKUlAIboffmWkxFpIak,VBQqWOkfVxWSME,21,30
245,eujkewJuPzCHdbPnZUWWLrZAcMVhVhUjctz,GWookRX,0,6
246,eABFbyzMDtnfTxxrHiKCbvVhsAEF,VsKMgKVhIoNTmIjMz,27,3
247,fiLiDRxjkDVUlbxPRIkQjgqtzvmJojBtSmU,AgQqujGh,8,9
248,cCjkAcChmtiavOGoGtL,HNxWXSjjSUvYeEf,24,20
249,mPAFpDQDJMVkOAqXuTzmjwwKKh,pgnAgglLRdlsrYFm,26,4
250,lVjlsDfwXJxuxogRubZWYMVqKhKnMvjBteROFCN,qSfRwKhyCAwMwbjl,2,15
251,oSBoaLOljquALVYGiqHrBJVHTCsKncSnhfe,OfiDOLgTNEMAKmhJ,17,23
252,lAQIcEmIUNbYIVwKZkOcXKfBRSuqxuBo,ptrYorZ,28,27
253,IZJXUKigiroMBAtQNrRbml,CBlbaqr,7,9
254,gNlWfBwOSJGmJhwnxVZrfSkL,vKfSuiMy,10,7
255,eknMVxvKgMDOMlPCaNHkCfywVlNDoIFnZfas,clmbuDtST,3,27
256,WNFLgUVgG,RaSaTpsAwCSor,25,15
257,pavaWAJBEuQIkTMZXVqMazuflXIzyHn,ZnhxZKGwTEr,15,22
258,dsdjNiFeGWnEN,qMRxYLEIXttPf,24,16
259,bHdodIAysrCmvPnXycDIJyacilIwmzLm,qnoVCfF,3,10
260,gccWFFFzRxTtdrNzxivLDNzevU,ECzLpws,2,18
261,jUAmRSZkmwZckMIRVJQcLw,cdPgxXytDvwcyBEBgOC,15,5
262,flrpKrXCwzpswefeHzFwhnaou,AMZSryXClyDeqGa,7,29
263,ioNZzDdMkcHFEhjmsZpRdpgkPylrMumYheZ,aLPbifnnNUQ,21,15
264,IjUuJoDFgYRkprHwyvuxuRbnY,aBOLvuOChWC,24,14
265,vowoJBuhBcOAkBGhSesnIHMHYnCTnyjME,ZnhxZKGwTEr,30,30
266,pgsxhqQAFrwisoabL,CDiKmfruVaIqVTiQw,17,6
267,pZUVRSolLQxmkdHhtjNKeWqoPssoOCuAMwiOjm,clmbuDtST,9,12
268,sYzGmGzAxuZuJPuyNAuR,VJYWZGldtQrnXPOnVfOQ,4,16
269,nrdoPgnqrMVJAtguLn,qKvNCZhYBYmlwBga,10,2
270,wBNmaxcWgykUcJOoUMmzGbeMJmGRqGxqwXGoMY,RaSaTpsAwCSor,29,12
271,TyLiUXDOUNmDMAMabvyJzpGG,LxrSzseCPpvT,17,1
272,jFdLruEvjFnOUttDyhpKwOILPhRgoiF,BPiMzvghtsANwqtNy,10,27
273,alcVPGLHKdTolTSfJNfm,AfwVtslt,24,25
274,gPDdjFaRpk,VBQqWOkfVxWSME,17,14
275,rtLUaZgnGEUfDXPYNELieTiubawafxGfNq,VJYWZGldtQrnXPOnVfOQ,30,5
276,xXtGXWTkOauARPuKbmVb,OfiDOLgTNEMAKmhJ,11,21
277,jlOgIEXaOHpEqIErRRiBPCVPKci,OsMhWBUwRkIxk,25,16
278,oKMgJQCow,OCFqXZVstyP,6,13
279,AyqjTrMFxxwyMrrxRuNFcjfBkjUrsariglSOJmO,Audar,8,15
280,eRxewBqLDPedZQylosKWoyuakCFNXHgFKSUjhx,BjSjFQNS,21,27
281,YmhwBruntHXuQWQWEzSodRlwxkGzVUqUHyFBpSp,JQfThHCZbC,4,29
282,WHTQZNcKvFTYxhLRyPLmGk,AGXHchErmZID,22,0
283,brnPIKooxwINSwptNaBnIJtHJZMzQkqIuqST,CQVXxyM,24,11
284,RJcOHdvBAgmHIgpTPOiqhyzggIEeLDaZevDdU,IOCKubeE,17,9
285,MZrfsxJtV,LaDnvbRQbPLJsS,22,15
286,tqqARzsMgNVtbyTDRgeeZklwQ,rQIBCRMoAKcQunAyQ,1,8
287,KKPkfosXHProwhxLPEiduYLpKqJnQVYnouuhtcz,VQNRQCKPPbKefaQiO,23,23
288,MeEZUkIICvLlDblMBNopkLUx,Audar,3,14
289,vwkKNXjlhSQNpOYH,fKvcKRGpeXjYijXs,25,29
290,PsbmjOqjezUHAUAbRtf,vKfSuiMy,12,21
291,ANDHCXEcSXtdfXBKLVPYkvMaCAQ,ptrYorZ,6,11
292,RcaTVqtGHHPcbTzItJZ,OsMhWBUwRkIxk,22,3
293,pzQkUoT,bNFatjQ,7,0
294,uHIRlLgFZitQGvCTlkVINUtDSkEt,oGpuqOiEi,30,4
295,HCkDJzIpCbuMSZLef,beXMGHntDJVUDWK,17,4
296,stcUGbJLrvcnmgxhgwKpAIMyDDNFiNMC,ugIcbZMnyZGgciVGZFk,6,16
297,uSwjGHxdlTpuTegr,EgmLoEZEW,29,16
298,QetRZWIMLFkUCyGHDsIllwpPtdsxPXJ,RaSaTpsAwCSor,8,11
299,pghMVWTvOQhoieXhTVMlUZhXxgTjGtvaIgAKKK,wzrRBS,9,14
300,WxsVVpjhETHCi,qnoVCfF,10,18
301,aIppSuGcDbJajzURHyCgNoomWty,cdPgxXytDvwcyBEBgOC,28,14
302,NRzEpeFvjEPFNqeiZD,UfHgqjQHQfIAskfIH,16,18
303,nQXAhAUQVErCxGHluVZLiDaIiAIdaQgFF,beXMGHntDJVUDWK,28,7
304,gUEGsdVAykbXVoVtDsSMsAsyUL,SKkMtFVApdaixcr,5,25
305,hPGidIAkysvofkkDGjyajNpkTrRz,qSfRwKhyCAwMwbjl,26,13
306,cKxTZsAJDzoCXJ,cdPgxXytDvwcyBEBgOC,7,29
307,AvPcSHqTtDCagSzvjNqA,ummRQD,26,14
308,gUEGsdVAykbXVoVtDsSMsAsyUL,wzrRBS,28,0
309,ZLFYNhNieI,vKfSuiMy,14,28
310,pQOXnuP,GjagSCMOEAYTZCacTG,22,11
311,hPGidIAkysvofkkDGjyajNpkTrRz,qRLBF,14,14
312,aXqPfjvIkVKRFbwIKMfoWgvdfxqefSWKmz,clmbuDtST,15,6
313,qPgxjDKuxmnSoisadmdJjgPAdBDsNlIKVblKc,VQNRQCKPPbKefaQiO,25,22
314,IXKfulOWjlDzfMqxZmmrssoUOlI,SsyCsbtmPjqYevUmQ,5,28
315,ylrVtUrGZPDhAAmoYY,SDFonnaCFRvdYdOsJUDr,28,12
316,sbpnmuwNoWgmaSnceiB,LxrSzseCPpvT,30,22
317,eIugqPjWrzfQXfICkhRoJnHWixoGHOpRcKtz,BTTOBpR,15,28
318,iRglYAdzMJekasdVmGhUMplcpAr,ummRQD,1,14
319,mpZidjOkwyApX,afFBmAeaFyVYmLxT,5,23
320,qsOHUeDayUmQxEmijbVmXynOzpXfij,pgnAgglLRdlsrYFm,27,1
321,KLSxzmnZZZYADMHVufOTKqFpnLOlbMvox,wPcOGhxkKrdFRRh,7,28
322,aguJfsTNifpcrHfdMhrb,VBQqWOkfVxWSME,13,3
323,TFpuxXrPZhekFFhqFsgOcrWheDhJmrbL,qnoVCfF,1,13
324,bjJiAlylo,xMPkAHQOkLXoMGyHNH,14,24
325,TvjGodNNSNYDPPRM,wzrRBS,9,23
326,SeSvrVEyQxywEUHzgup,AGXHchErmZID,16,28
327,AVnGCyQaBttktBKRZPZXUCbcnNH,fXAOQruY,17,8
328,sZLOnHSEIaFYqbtL,iGarscDUkofta,24,25
329,eBMpviKQBTbcnftWsgQKYjCF,OfiDOLgTNEMAKmhJ,17,3
330,bCvcGmLN,wTnMCgq,4,18
331,sdPhuajathMNvntlHqVhNDQisjASSqbNzGWMGCH,ZnhxZKGwTEr,4,24
332,dBwKlfOQWauAuUnfUb,UvVUszvvaIJ,5,26
333,FKeSwSeXN,kQgZbAeWeUpeGTzCbNR,18,9
334,CAynrdszNMvNmfQbyvBtn,CzmsdBCrXHV,14,29
335,aFWswoLYKibfxggmmMlKcLGQeOoZhNAabn,xMPkAHQOkLXoMGyHNH,17,15
336,ofVDaShKhSPqQ,VBQqWOkfVxWSME,11,1
